Evaluation started at 2025-05-27 08:49:16

Image: enter_2024_11_09_20_37_09.jpg, pred_boxes=[(1370, 355, 105, 35)], pred_scores=['1.0000'], Avg IoU=0.9038
Image: leave_2024_11_12_12_32_13.jpg, pred_boxes=[(1905, 650, 135, 80)], pred_scores=['1.0000'], Avg IoU=0.7958
Image: leave_2024_11_12_12_14_51.jpg, pred_boxes=[(1570, 790, 185, 65)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_12_12_42_00.jpg, pred_boxes=[(405, 385, 80, 45)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_12_12_59_20.jpg, pred_boxes=[(835, 435, 175, 40)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_12_14_08_29.jpg, pred_boxes=[(945, 545, 115, 80)], pred_scores=['0.9963'], Avg IoU=0.0000
Image: leave_2024_11_12_14_57_21.jpg, pred_boxes=[(1575, 875, 145, 35)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_12_14_57_53.jpg, pred_boxes=[(130, 385, 95, 50)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_12_15_06_34.jpg, pred_boxes=[(1870, 285, 70, 55)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_12_15_08_25.jpg, pred_boxes=[(1870, 285, 70, 55)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_12_15_12_47.jpg, pred_boxes=[(135, 385, 95, 50)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_12_15_21_27.jpg, pred_boxes=[(415, 390, 80, 45)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_12_15_22_01.jpg, pred_boxes=[(1090, 285, 70, 45)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_12_15_25_42.jpg, pred_boxes=[(415, 390, 80, 45)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_12_15_53_43.jpg, pred_boxes=[(1885, 555, 165, 85)], pred_scores=['1.0000'], Avg IoU=0.6545
Image: leave_2024_11_12_15_56_45.jpg, pred_boxes=[(1670, 680, 110, 65)], pred_scores=['1.0000'], Avg IoU=0.6627
Image: leave_2024_11_12_16_27_02.jpg, pred_boxes=[(1950, 645, 115, 75)], pred_scores=['1.0000'], Avg IoU=0.7661
Image: leave_2024_11_12_16_34_00.jpg, pred_boxes=[(1010, 755, 160, 55)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_12_16_37_57.jpg, pred_boxes=[(1525, 130, 115, 105)], pred_scores=['0.9920'], Avg IoU=0.0000
Image: leave_2024_11_12_16_43_00.jpg, pred_boxes=[(630, 345, 70, 80)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_12_16_59_14.jpg, pred_boxes=[(1335, 325, 90, 60)], pred_scores=['1.0000'], Avg IoU=0.9024
Image: leave_2024_11_12_17_09_25.jpg, pred_boxes=[(1150, 260, 135, 90)], pred_scores=['1.0000'], Avg IoU=0.3757
Image: leave_2024_11_12_16_55_20.jpg, pred_boxes=[(1855, 575, 260, 115)], pred_scores=['1.0000'], Avg IoU=0.2356
Image: leave_2024_11_12_17_17_52.jpg, pred_boxes=[(935, 530, 135, 40)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_12_17_43_30.jpg, pred_boxes=[(1035, 560, 90, 80)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_12_18_03_40.jpg, pred_boxes=[(2035, 635, 115, 80)], pred_scores=['1.0000'], Avg IoU=0.7802
Image: leave_2024_11_12_17_51_08.jpg, pred_boxes=[(140, 1205, 95, 45)], pred_scores=['0.9867'], Avg IoU=0.0000
Image: leave_2024_11_12_18_36_50.jpg, pred_boxes=[(1695, 355, 115, 105)], pred_scores=['0.9969'], Avg IoU=0.0000
Image: leave_2024_11_12_18_46_32.jpg, pred_boxes=[(135, 390, 75, 45)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_12_18_50_21.jpg, pred_boxes=[(405, 385, 85, 40)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_12_18_41_42.jpg, pred_boxes=[(960, 140, 115, 75)], pred_scores=['0.9969'], Avg IoU=0.0000
Image: leave_2024_11_12_19_22_57.jpg, pred_boxes=[(1755, 460, 120, 65)], pred_scores=['0.9689'], Avg IoU=0.0000
Image: leave_2024_11_12_19_24_07.jpg, pred_boxes=[(995, 520, 120, 80)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_12_19_37_21.jpg, pred_boxes=[(1370, 375, 75, 45)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_12_19_36_45.jpg, pred_boxes=[(1930, 545, 130, 95)], pred_scores=['1.0000'], Avg IoU=0.6838
Image: leave_2024_11_12_19_38_43.jpg, pred_boxes=[(980, 765, 145, 40)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_12_21_04_03.jpg, pred_boxes=[(1345, 345, 160, 100)], pred_scores=['0.9532'], Avg IoU=0.0000
Image: leave_2024_11_12_22_15_34.jpg, pred_boxes=[(1345, 345, 160, 100)], pred_scores=['0.9532'], Avg IoU=0.0000
Image: leave_2024_11_12_19_59_12.jpg, pred_boxes=[(895, 420, 140, 40)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_12_21_01_58.jpg, pred_boxes=[(980, 530, 120, 45)], pred_scores=['1.0000'], Avg IoU=0.8260
Image: leave_2024_11_13_09_33_44.jpg, pred_boxes=[(1135, 575, 65, 40)], pred_scores=['0.9962'], Avg IoU=0.7850
Image: leave_2024_11_13_09_35_05.jpg, pred_boxes=[(255, 430, 105, 120)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_13_09_56_50.jpg, pred_boxes=[(2175, 285, 60, 70)], pred_scores=['0.9921'], Avg IoU=0.0000
Image: leave_2024_11_13_09_59_43.jpg, pred_boxes=[(410, 385, 90, 45)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_13_10_13_39.jpg, pred_boxes=[(410, 385, 85, 40)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_13_10_04_53.jpg, pred_boxes=[(915, 445, 90, 55)], pred_scores=['1.0000'], Avg IoU=0.9073
Image: leave_2024_11_13_10_08_13.jpg, pred_boxes=[(915, 420, 95, 55)], pred_scores=['1.0000'], Avg IoU=0.8758
Image: leave_2024_11_13_10_22_44.jpg, pred_boxes=[(490, 260, 165, 75)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_13_10_24_27.jpg, pred_boxes=[(410, 385, 85, 40)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_13_10_38_56.jpg, pred_boxes=[(1315, 360, 85, 55)], pred_scores=['1.0000'], Avg IoU=0.7572
Image: leave_2024_11_13_10_39_00.jpg, pred_boxes=[(410, 385, 85, 40)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_13_10_43_47.jpg, pred_boxes=[(1710, 375, 65, 65)], pred_scores=['0.9449'], Avg IoU=0.0000
Image: leave_2024_11_13_10_53_47.jpg, pred_boxes=[(705, 380, 130, 30)], pred_scores=['1.0000'], Avg IoU=0.4510
Image: leave_2024_11_13_11_01_07.jpg, pred_boxes=[(1185, 315, 95, 60)], pred_scores=['1.0000'], Avg IoU=0.8833
Image: leave_2024_11_13_10_54_59.jpg, pred_boxes=[(1870, 285, 65, 55)], pred_scores=['0.9902'], Avg IoU=0.0000
Image: leave_2024_11_13_12_00_05.jpg, pred_boxes=[(1225, 525, 80, 50)], pred_scores=['0.9959'], Avg IoU=0.8519
Image: leave_2024_11_13_12_53_29.jpg, pred_boxes=[(145, 260, 80, 80)], pred_scores=['0.8655'], Avg IoU=0.0000
Image: leave_2024_11_13_14_10_46.jpg, pred_boxes=[(1255, 310, 100, 50)], pred_scores=['0.9969'], Avg IoU=0.0000
Image: leave_2024_11_13_13_17_53.jpg, pred_boxes=[(815, 740, 200, 65)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_13_14_15_22.jpg, pred_boxes=[(1215, 190, 100, 115)], pred_scores=['0.9387'], Avg IoU=0.0000
Image: leave_2024_11_14_11_59_58.jpg, pred_boxes=[(270, 385, 100, 35)], pred_scores=['0.9973'], Avg IoU=0.0000

Final Statistics:
Total TP: 225, Total FP: 433, Total FN: 422
Precision: 0.3419
Recall: 0.3478
F1 Score: 0.3448
Mean IoU across test set: 0.2848
Evaluation ended at 2025-05-27 08:54:33




姓名：韩晓磊
性别:男
身份证号:210921199612161616
组织关系转入时间：2025.01
行政关系转入时间:2025.01
人员类别:全日制硕士研究生学员
出生日期：1996.12.16
政治面貌：党员
工作日期(学生的入学日期）：2024.08.26
民族：汉族
学历：本科
出生地：辽宁省阜新市
籍贯：辽宁省阜新市
家庭住址：辽宁省阜新市阜新蒙古族自治县新民镇新民村新民33号
邮政编码:(家庭住址的邮政编码）：123000
联系电话：18252025655
